data,id_cliente,tag_anterior,tag,motivo,quem_marcou
2026-08-20,C0000278,S260817-M3-LOC-ND-L0,S260817-M3-LOC-ND-L3,localização por RCS sem contato,RCS
2026-08-20,C0000334,S260817-B1-LOC-ND-L0,S260817-B1-LOC-ND-L3,localização por RCS sem contato,RCS
2026-08-20,C0000340,S260817-M2-LOC-ND-L0,S260817-M2-LOC-ND-L3,localização por RCS sem contato,RCS
2026-08-20,C0000373,S260817-M3-LOC-ND-L0,S260817-M3-LOC-ND-L3,localização por RCS sem contato,RCS
2026-08-20,C0000396,S260817-M3-LOC-ND-L0,S260817-M3-LOC-ND-L3,localização por RCS sem contato,RCS
2026-08-21,C0000018,,S260821-B2-LOC-ND-L0,entrada na esteira; enriquecimento básico,Planejamento
2026-08-21,C0000033,,S260821-M3-LOC-ND-L0,entrada na esteira; enriquecimento básico,Planejamento
2026-08-21,C0000035,,S260821-M3-LOC-ND-L0,entrada na esteira; enriquecimento básico,Planejamento
2026-08-21,C0000044,,S260821-B1-LOC-ND-L0,entrada na esteira; enriquecimento básico,Planejamento
2026-08-21,C0000047,,S260821-M2-LOC-ND-L0,entrada na esteira; enriquecimento básico + WhatsApp válido,Planejamento
2026-08-21,C0000053,,S260821-B1-LOC-ND-L0,entrada na esteira; enriquecimento básico,Planejamento
2026-08-21,C0000059,,S260821-B1-LOC-ND-L0,entrada na esteira; enriquecimento básico,Planejamento
2026-08-21,C0000121,,S260821-M1-LOC-ND-L0,entrada na esteira; enriquecimento completo,Planejamento
2026-08-21,C0000146,,S260821-B1-LOC-ND-L0,entrada na esteira; enriquecimento básico,Planejamento
2026-08-21,C0000212,,S260821-A2-LOC-ND-L0,entrada na esteira; enriquecimento completo + novos telefones,Planejamento
2026-08-21,C0000236,,S260821-A1-LOC-ND-L0,entrada na esteira; enriquecimento completo,Planejamento
2026-08-21,C0000298,,S260821-M3-LOC-ND-L0,entrada na esteira; enriquecimento básico,Planejamento
2026-08-21,C0000306,,S260821-A1-LOC-ND-L0,entrada na esteira; enriquecimento completo,Planejamento
2026-08-21,C0000307,,S260821-B1-LOC-ND-L0,entrada na esteira; enriquecimento básico,Planejamento
2026-08-21,C0000322,,S260821-M2-LOC-ND-L0,entrada na esteira; enriquecimento básico + WhatsApp válido,Planejamento
2026-08-21,C0000352,,S260821-A2-LOC-ND-L0,entrada na esteira; enriquecimento completo + novos telefones,Planejamento
2026-08-21,C0000096,S260803-M2-CPB-RC-T2,S260803-M2-CPB-RC-T3,3ª tentativa no canal sem resposta,RCS
2026-08-21,C0000347,S260803-M1-CPB-AV-T1,S260803-M1-CPA-DC-T1,contato no Discador → CPC A,Discador
2026-08-21,C0000020,S260804-B3-NCP-ND-G1,S260804-B3-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-21,C0000038,S260804-A1-NCP-ND-G1,S260804-A1-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-21,C0000139,S260804-M1-NCP-ND-G1,S260804-M1-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-21,C0000150,S260804-B2-CPA-EM-T1,S260804-B2-CPB-EM-T1,sem resposta na ação de negociação → CPC B,E-mail
2026-08-21,C0000182,S260804-B3-NCP-ND-G1,S260804-B3-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-21,C0000201,S260804-M3-CPB-AV-T2,S260804-M3-CPB-AV-T3,3ª tentativa no canal sem resposta,Agente virtual
2026-08-21,C0000250,S260804-M1-CPB-AV-T2,S260804-M1-CPB-AV-T3,3ª tentativa no canal sem resposta,Agente virtual
2026-08-21,C0000293,S260804-B2-NCP-ND-G1,S260804-B2-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-21,C0000348,S260804-A1-NCP-ND-G1,S260804-A1-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-21,C0000351,S260804-M3-NCP-ND-G1,S260804-M3-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-21,C0000390,S260804-A2-NCP-ND-G1,S260804-A2-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-21,C0000026,S260806-B1-CPB-DC-T1,S260806-B1-CPB-DC-T2,2ª tentativa no canal sem resposta,Discador
2026-08-21,C0000061,S260806-B1-CPB-DC-T1,S260806-B1-CPB-DC-T2,2ª tentativa no canal sem resposta,Discador
2026-08-21,C0000067,S260806-M1-CPB-SM-T1,S260806-M1-CPB-SM-T2,2ª tentativa no canal sem resposta,SMS
2026-08-21,C0000103,S260806-A1-CPB-DC-T1,S260806-A1-CPB-DC-T2,2ª tentativa no canal sem resposta,Discador
2026-08-21,C0000137,S260806-A1-CPB-SM-T1,S260806-A1-CPB-SM-T2,2ª tentativa no canal sem resposta,SMS
2026-08-21,C0000163,S260806-M1-PRE-AV-D-3,S260806-M1-PRE-AV-D-2,parcela a vencer,Sist. acordos
2026-08-21,C0000216,S260806-A1-CPB-WA-T2,S260806-A1-CPB-WA-T3,3ª tentativa no canal sem resposta,WhatsApp
2026-08-21,C0000261,S260806-M1-CPB-RC-T1,S260806-M1-CPB-RC-T2,2ª tentativa no canal sem resposta,RCS
2026-08-21,C0000333,S260806-A2-CPB-RC-T1,S260806-A2-CPA-RC-T1,contato no RCS → CPC A,RCS
2026-08-21,C0000166,S260807-M2-CPA-RC-T1,S260807-M2-CPB-RC-T1,sem resposta na ação de negociação → CPC B,RCS
2026-08-21,C0000202,S260807-M1-CPB-DC-T3,S260807-M1-CPB-SM-T1,rotação de canal para SMS,SMS
2026-08-21,C0000189,S260808-B2-CPA-RC-T1,S260808-B2-CPB-RC-T1,sem resposta na ação de negociação → CPC B,RCS
2026-08-21,C0000226,S260808-A3-NCP-ND-G1,S260808-A3-CPA-DC-T1,contato no Discador → CPC A,Discador
2026-08-21,C0000226,S260808-A3-CPA-DC-T1,S260808-A3-COL-DC,acordo ativo (colchão),Sist. acordos
2026-08-21,C0000070,S260809-M1-CPB-RC-T3,S260809-M1-CPB-AV-T1,rotação de canal para Agente virtual,Agente virtual
2026-08-21,C0000210,S260809-M3-CPB-AV-T2,S260809-M3-CPB-AV-T3,3ª tentativa no canal sem resposta,Agente virtual
2026-08-21,C0000107,S260810-M1-CPB-RC-T3,S260810-M1-CPB-AV-T1,rotação de canal para Agente virtual,Agente virtual
2026-08-21,C0000106,S260812-B3-NCP-ND-G1,S260812-B3-CPA-WA-T1,contato no WhatsApp → CPC A,WhatsApp
2026-08-21,C0000112,S260812-A2-CPA-RC-T1,S260812-A2-CPB-RC-T1,sem resposta na ação de negociação → CPC B,RCS
2026-08-21,C0000206,S260812-M3-PRE-RC-D-2,S260812-M3-PRE-RC-D-1,parcela a vencer,Sist. acordos
2026-08-21,C0000386,S260812-M1-CPB-RC-T1,S260812-M1-CPA-RC-T1,contato no RCS → CPC A,RCS
2026-08-21,C0000386,S260812-M1-CPA-RC-T1,S260812-M1-COL-RC,acordo ativo (colchão),Sist. acordos
2026-08-21,C0000397,S260812-M2-CPB-RC-T2,S260812-M2-CPB-RC-T3,3ª tentativa no canal sem resposta,RCS
2026-08-21,C0000016,S260813-M1-LOC-ND-L7,S260813-M1-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-21,C0000052,S260813-B1-LOC-ND-L7,S260813-B1-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-21,C0000115,S260813-A3-LOC-ND-L7,S260813-A3-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-21,C0000128,S260813-B1-LOC-ND-L7,S260813-B1-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-21,C0000145,S260813-A1-LOC-ND-L7,S260813-A1-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-21,C0000187,S260813-M1-LOC-ND-L7,S260813-M1-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-21,C0000275,S260813-A2-LOC-ND-L7,S260813-A2-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-21,C0000302,S260813-M2-LOC-ND-L7,S260813-M2-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-21,C0000305,S260813-B3-LOC-ND-L7,S260813-B3-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-21,C0000319,S260813-M1-LOC-ND-L7,S260813-M1-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-21,C0000321,S260813-M3-LOC-ND-L7,S260813-M3-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-21,C0000324,S260813-M1-LOC-ND-L7,S260813-M1-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-21,C0000325,S260813-B1-LOC-ND-L7,S260813-B1-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-21,C0000330,S260813-B1-LOC-ND-L5,S260813-B1-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-21,C0000356,S260813-B1-LOC-ND-L7,S260813-B1-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-21,C0000374,S260813-M2-LOC-ND-L7,S260813-M2-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-21,C0000376,S260813-M2-LOC-ND-L7,S260813-M2-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-21,C0000048,S260814-M3-LOC-ND-L5,S260814-M3-LOC-ND-L7,localização por SMS+E-mail sem contato,SMS
2026-08-21,C0000081,S260814-A1-LOC-ND-L5,S260814-A1-LOC-ND-L7,localização por SMS+E-mail sem contato,SMS
2026-08-21,C0000089,S260814-B2-LOC-ND-L5,S260814-B2-LOC-ND-L7,localização por SMS+E-mail sem contato,SMS
2026-08-21,C0000091,S260814-A1-LOC-ND-L5,S260814-A1-LOC-ND-L7,localização por SMS+E-mail sem contato,SMS
2026-08-21,C0000116,S260814-A2-LOC-ND-L5,S260814-A2-LOC-ND-L7,localização por SMS+E-mail sem contato,SMS
2026-08-21,C0000120,S260814-M1-LOC-ND-L5,S260814-M1-LOC-ND-L7,localização por SMS+E-mail sem contato,SMS
2026-08-21,C0000125,S260814-M1-LOC-ND-L5,S260814-M1-CPA-SM-T1,contato no SMS → CPC A,SMS
2026-08-21,C0000125,S260814-M1-CPA-SM-T1,S260814-M1-COL-SM,acordo ativo (colchão),Sist. acordos
2026-08-21,C0000183,S260814-A1-LOC-ND-L5,S260814-A1-LOC-ND-L7,localização por SMS+E-mail sem contato,SMS
2026-08-21,C0000191,S260814-B1-LOC-ND-L5,S260814-B1-LOC-ND-L7,localização por SMS+E-mail sem contato,SMS
2026-08-21,C0000192,S260814-M1-LOC-ND-L5,S260814-M1-LOC-ND-L7,localização por SMS+E-mail sem contato,SMS
2026-08-21,C0000252,S260814-M2-LOC-ND-L5,S260814-M2-LOC-ND-L7,localização por SMS+E-mail sem contato,SMS
2026-08-21,C0000257,S260814-A1-LOC-ND-L5,S260814-A1-LOC-ND-L7,localização por SMS+E-mail sem contato,SMS
2026-08-21,C0000276,S260814-B1-LOC-ND-L5,S260814-B1-CPA-EM-T1,contato no E-mail → CPC A,E-mail
2026-08-21,C0000276,S260814-B1-CPA-EM-T1,S260814-B1-COL-EM,acordo ativo (colchão),Sist. acordos
2026-08-21,C0000315,S260814-M1-LOC-ND-L5,S260814-M1-LOC-ND-L7,localização por SMS sem contato,SMS
2026-08-21,C0000317,S260814-A3-LOC-ND-L5,S260814-A3-LOC-ND-L7,localização por SMS+E-mail sem contato,SMS
2026-08-21,C0000342,S260814-M2-CPB-RC-T1,S260814-M2-CPB-RC-T2,2ª tentativa no canal sem resposta,RCS
2026-08-21,C0000360,S260814-M2-CPA-DC-T1,S260814-M2-CPB-DC-T1,sem resposta na ação de negociação → CPC B,Discador
2026-08-21,C0000099,S260816-M1-LOC-ND-L3,S260816-M1-LOC-ND-L5,localização por Agente virtual+Discador sem contato,Agente virtual
2026-08-21,C0000104,S260816-B1-LOC-ND-L3,S260816-B1-LOC-ND-L5,localização por Agente virtual+Discador sem contato,Agente virtual
2026-08-21,C0000108,S260816-B1-LOC-ND-L3,S260816-B1-CPA-AV-T1,contato no Agente virtual → CPC A,Agente virtual
2026-08-21,C0000164,S260816-B2-LOC-ND-L3,S260816-B2-LOC-ND-L5,localização por Agente virtual+Discador sem contato,Agente virtual
2026-08-21,C0000223,S260816-M1-LOC-ND-L3,S260816-M1-LOC-ND-L5,localização por Agente virtual+Discador sem contato,Agente virtual
2026-08-21,C0000304,S260816-M3-LOC-ND-L3,S260816-M3-LOC-ND-L5,localização por Agente virtual+Discador sem contato,Agente virtual
2026-08-21,C0000316,S260816-B2-LOC-ND-L3,S260816-B2-LOC-ND-L5,localização por Agente virtual+Discador sem contato,Agente virtual
2026-08-21,C0000327,S260816-B1-LOC-ND-L3,S260816-B1-LOC-ND-L5,localização por Agente virtual+Discador sem contato,Agente virtual
2026-08-21,C0000329,S260816-B1-LOC-ND-L3,S260816-B1-LOC-ND-L5,localização por Agente virtual+Discador sem contato,Agente virtual
2026-08-21,C0000393,S260816-M1-CPA-RC-T1,S260816-M1-CPB-RC-T1,sem resposta na ação de negociação → CPC B,RCS
2026-08-21,C0000394,S260816-M3-LOC-ND-L3,S260816-M3-LOC-ND-L5,localização por Agente virtual+Discador sem contato,Agente virtual
2026-08-21,C0000029,S260818-B3-LOC-ND-L0,S260818-B3-LOC-ND-L3,localização por RCS sem contato,RCS
2026-08-21,C0000060,S260818-M1-LOC-ND-L0,S260818-M1-CPA-RC-T1,contato no RCS → CPC A,RCS
2026-08-21,C0000060,S260818-M1-CPA-RC-T1,S260818-M1-COL-RC,acordo ativo (colchão),Sist. acordos
2026-08-21,C0000109,S260818-B3-LOC-ND-L0,S260818-B3-LOC-ND-L3,localização por RCS sem contato,RCS
2026-08-21,C0000110,S260818-M1-LOC-ND-L0,S260818-M1-LOC-ND-L3,localização por RCS sem contato,RCS
2026-08-21,C0000118,S260818-A2-LOC-ND-L0,S260818-A2-LOC-ND-L3,localização por RCS sem contato,RCS
2026-08-21,C0000132,S260818-A2-LOC-ND-L0,S260818-A2-CPA-RC-T1,contato no RCS → CPC A,RCS
2026-08-21,C0000140,S260818-M2-LOC-ND-L0,S260818-M2-LOC-ND-L3,localização por RCS sem contato,RCS
2026-08-21,C0000149,S260818-M2-LOC-ND-L0,S260818-M2-CPA-RC-T1,contato no RCS → CPC A,RCS
2026-08-21,C0000160,S260818-B3-LOC-ND-L0,S260818-B3-LOC-ND-L3,localização por RCS sem contato,RCS
2026-08-21,C0000170,S260818-M2-LOC-ND-L0,S260818-M2-LOC-ND-L3,localização por RCS sem contato,RCS
2026-08-21,C0000204,S260818-M1-LOC-ND-L0,S260818-M1-LOC-ND-L3,localização por RCS sem contato,RCS
2026-08-21,C0000221,S260818-B2-LOC-ND-L0,S260818-B2-LOC-ND-L3,localização por RCS sem contato,RCS
2026-08-21,C0000231,S260818-M3-LOC-ND-L0,S260818-M3-LOC-ND-L3,localização por RCS sem contato,RCS
2026-08-21,C0000235,S260818-M1-LOC-ND-L0,S260818-M1-LOC-ND-L3,localização por RCS sem contato,RCS
2026-08-21,C0000248,S260818-M2-LOC-ND-L0,S260818-M2-LOC-ND-L3,localização por RCS sem contato,RCS
2026-08-21,C0000280,S260818-A3-LOC-ND-L0,S260818-A3-LOC-ND-L3,localização por RCS sem contato,RCS
2026-08-21,C0000291,S260818-B1-LOC-ND-L0,S260818-B1-LOC-ND-L3,localização por RCS sem contato,RCS
2026-08-21,C0000318,S260818-B3-LOC-ND-L0,S260818-B3-LOC-ND-L3,localização por RCS sem contato,RCS
2026-08-21,C0000011,S260820-B1-LOC-ND-L0,S260820-B1-LOC-ND-L1,localização por WhatsApp sem contato,WhatsApp
2026-08-21,C0000025,S260820-B3-LOC-ND-L0,S260820-B3-LOC-ND-L1,localização por WhatsApp sem contato,WhatsApp
2026-08-21,C0000028,S260820-B3-LOC-ND-L0,S260820-B3-LOC-ND-L1,localização por WhatsApp sem contato,WhatsApp
2026-08-21,C0000032,S260820-B2-LOC-ND-L0,S260820-B2-LOC-ND-L1,localização por WhatsApp sem contato,WhatsApp
2026-08-21,C0000049,S260820-M2-LOC-ND-L0,S260820-M2-LOC-ND-L1,localização por WhatsApp sem contato,WhatsApp
2026-08-21,C0000088,S260820-B3-LOC-ND-L0,S260820-B3-LOC-ND-L1,localização por WhatsApp sem contato,WhatsApp
2026-08-21,C0000143,S260820-B2-LOC-ND-L0,S260820-B2-CPA-WA-T1,contato no WhatsApp → CPC A,WhatsApp
2026-08-21,C0000154,S260820-M1-LOC-ND-L0,S260820-M1-LOC-ND-L1,localização por WhatsApp sem contato,WhatsApp
2026-08-21,C0000159,S260820-B1-LOC-ND-L0,S260820-B1-LOC-ND-L1,localização por WhatsApp sem contato,WhatsApp
2026-08-21,C0000171,S260820-M1-LOC-ND-L0,S260820-M1-LOC-ND-L1,localização por WhatsApp sem contato,WhatsApp
2026-08-21,C0000180,S260820-B1-LOC-ND-L0,S260820-B1-LOC-ND-L1,localização por WhatsApp sem contato,WhatsApp
2026-08-21,C0000207,S260820-B3-LOC-ND-L0,S260820-B3-LOC-ND-L1,localização por WhatsApp sem contato,WhatsApp
2026-08-21,C0000230,S260820-M3-LOC-ND-L0,S260820-M3-LOC-ND-L1,localização por WhatsApp sem contato,WhatsApp
2026-08-21,C0000263,S260820-M1-LOC-ND-L0,S260820-M1-LOC-ND-L1,localização por WhatsApp sem contato,WhatsApp
2026-08-21,C0000309,S260820-M1-LOC-ND-L0,S260820-M1-LOC-ND-L1,localização por WhatsApp sem contato,WhatsApp
2026-08-21,C0000346,S260820-M1-LOC-ND-L0,S260820-M1-LOC-ND-L1,localização por WhatsApp sem contato,WhatsApp
2026-08-21,C0000349,S260820-B2-LOC-ND-L0,S260820-B2-LOC-ND-L1,localização por WhatsApp sem contato,WhatsApp
2026-08-22,C0000042,,S260822-B1-LOC-ND-L0,entrada na esteira; enriquecimento básico,Planejamento
2026-08-22,C0000057,,S260822-B1-LOC-ND-L0,entrada na esteira; enriquecimento básico,Planejamento
2026-08-22,C0000086,,S260822-A3-LOC-ND-L0,entrada na esteira; enriquecimento completo + localizador,Planejamento
2026-08-22,C0000095,,S260822-M1-LOC-ND-L0,entrada na esteira; enriquecimento completo,Planejamento
2026-08-22,C0000124,,S260822-B1-LOC-ND-L0,entrada na esteira; enriquecimento básico,Planejamento
2026-08-22,C0000135,,S260822-B3-LOC-ND-L0,entrada na esteira; enriquecimento só digital,Planejamento
2026-08-22,C0000157,,S260822-B1-LOC-ND-L0,entrada na esteira; enriquecimento básico,Planejamento
2026-08-22,C0000199,,S260822-A3-LOC-ND-L0,entrada na esteira; enriquecimento completo + localizador,Planejamento
2026-08-22,C0000237,,S260822-A2-LOC-ND-L0,entrada na esteira; enriquecimento completo + novos telefones,Planejamento
2026-08-22,C0000313,,S260822-A3-LOC-ND-L0,entrada na esteira; enriquecimento completo + localizador,Planejamento
2026-08-22,C0000339,,S260822-B2-LOC-ND-L0,entrada na esteira; enriquecimento básico,Planejamento
2026-08-22,C0000341,,S260822-A1-LOC-ND-L0,entrada na esteira; enriquecimento completo,Planejamento
2026-08-22,C0000354,,S260822-B1-LOC-ND-L0,entrada na esteira; enriquecimento básico,Planejamento
2026-08-22,C0000383,,S260822-M2-LOC-ND-L0,entrada na esteira; enriquecimento básico + WhatsApp válido,Planejamento
2026-08-22,C0000300,S260803-M1-NCP-ND-G2,S260803-M1-CPA-RC-T1,contato no RCS → CPC A,RCS
2026-08-22,C0000355,S260803-B2-NCP-ND-G2,S260803-B2-CPA-RC-T1,contato no RCS → CPC A,RCS
2026-08-22,C0000002,S260805-B1-NCP-ND-G1,S260805-B1-CPA-WA-T1,contato no WhatsApp → CPC A,WhatsApp
2026-08-22,C0000002,S260805-B1-CPA-WA-T1,S260805-B1-COL-WA,acordo ativo (colchão),Sist. acordos
2026-08-22,C0000009,S260805-M1-NCP-ND-G1,S260805-M1-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-22,C0000084,S260805-M3-NCP-ND-G1,S260805-M3-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-22,C0000177,S260805-B2-NCP-ND-G1,S260805-B2-CPA-WA-T1,contato no WhatsApp → CPC A,WhatsApp
2026-08-22,C0000177,S260805-B2-CPA-WA-T1,S260805-B2-COL-WA,acordo ativo (colchão),Sist. acordos
2026-08-22,C0000181,S260805-B2-NCP-ND-G1,S260805-B2-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-22,C0000194,S260805-A2-NCP-ND-G1,S260805-A2-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-22,C0000244,S260805-B3-NCP-ND-G1,S260805-B3-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-22,C0000283,S260805-B2-CPB-DC-T1,S260805-B2-CPB-DC-T2,2ª tentativa no canal sem resposta,Discador
2026-08-22,C0000285,S260805-B1-NCP-ND-G1,S260805-B1-NCP-ND-G2,2º ciclo de giro,Automático
2026-08-22,C0000163,S260806-M1-PRE-AV-D-2,S260806-M1-PRE-AV-D-1,parcela a vencer,Sist. acordos
2026-08-22,C0000015,S260808-M2-COL-RC,S260808-M2-PRE-RC-D-3,parcela a vencer,Sist. acordos
2026-08-22,C0000233,S260809-M2-CPA-RC-T1,S260809-M2-CPB-RC-T1,sem resposta na ação de negociação → CPC B,RCS
2026-08-22,C0000295,S260809-M1-CPA-RC-T1,S260809-M1-CPB-RC-T1,sem resposta na ação de negociação → CPC B,RCS
2026-08-22,C0000050,S260811-A1-NCP-ND-G1,S260811-A1-CPA-RC-T1,contato no RCS → CPC A,RCS
2026-08-22,C0000281,S260811-M2-NCP-ND-G1,S260811-M2-CPA-RC-T1,contato no RCS → CPC A,RCS
2026-08-22,C0000206,S260812-M3-PRE-RC-D-1,S260812-M3-COL-RC,acordo ativo (colchão),Sist. acordos
2026-08-22,C0000206,S260812-M3-COL-RC,S260812-M3-COL-WA,contato no WhatsApp,WhatsApp
2026-08-22,C0000016,S260813-M1-NCP-ND-G1,S260813-M1-CPA-WA-T1,contato no WhatsApp → CPC A,WhatsApp
2026-08-22,C0000232,S260813-A3-CPB-AV-T1,S260813-A3-CPB-AV-T2,2ª tentativa no canal sem resposta,Agente virtual
2026-08-22,C0000319,S260813-M1-NCP-ND-G1,S260813-M1-CPA-WA-T1,contato no WhatsApp → CPC A,WhatsApp
2026-08-22,C0000325,S260813-B1-NCP-ND-G1,S260813-B1-CPA-WA-T1,contato no WhatsApp → CPC A,WhatsApp
2026-08-22,C0000325,S260813-B1-CPA-WA-T1,S260813-B1-COL-WA,acordo ativo (colchão),Sist. acordos
2026-08-22,C0000398,S260813-B1-CPB-DC-T1,S260813-B1-CPB-DC-T2,2ª tentativa no canal sem resposta,Discador
2026-08-22,C0000048,S260814-M3-LOC-ND-L7,S260814-M3-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-22,C0000081,S260814-A1-LOC-ND-L7,S260814-A1-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-22,C0000089,S260814-B2-LOC-ND-L7,S260814-B2-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-22,C0000091,S260814-A1-LOC-ND-L7,S260814-A1-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-22,C0000116,S260814-A2-LOC-ND-L7,S260814-A2-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-22,C0000120,S260814-M1-LOC-ND-L7,S260814-M1-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-22,C0000183,S260814-A1-LOC-ND-L7,S260814-A1-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-22,C0000191,S260814-B1-LOC-ND-L7,S260814-B1-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-22,C0000192,S260814-M1-LOC-ND-L7,S260814-M1-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-22,C0000252,S260814-M2-LOC-ND-L7,S260814-M2-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-22,C0000257,S260814-A1-LOC-ND-L7,S260814-A1-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-22,C0000268,S260814-A1-COL-RC,S260814-A1-PRE-RC-D-3,parcela a vencer,Sist. acordos
2026-08-22,C0000315,S260814-M1-LOC-ND-L7,S260814-M1-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-22,C0000317,S260814-A3-LOC-ND-L7,S260814-A3-NCP-ND-G1,"D+8 sem contato → Não CPC, entra no giro",Automático
2026-08-22,C0000040,S260815-B1-LOC-ND-L5,S260815-B1-LOC-ND-L7,localização por SMS+E-mail sem contato,SMS
2026-08-22,C0000068,S260815-M2-LOC-ND-L5,S260815-M2-LOC-ND-L7,localização por SMS sem contato,SMS
2026-08-22,C0000133,S260815-M2-LOC-ND-L5,S260815-M2-LOC-ND-L7,localização por SMS+E-mail sem contato,SMS
2026-08-22,C0000153,S260815-M2-LOC-ND-L5,S260815-M2-LOC-ND-L7,localização por SMS+E-mail sem contato,SMS
2026-08-22,C0000196,S260815-B2-LOC-ND-L5,S260815-B2-LOC-ND-L7,localização por SMS sem contato,SMS
2026-08-22,C0000270,S260815-B1-LOC-ND-L5,S260815-B1-LOC-ND-L7,localização por SMS+E-mail sem contato,SMS
2026-08-22,C0000362,S260815-A2-LOC-ND-L5,S260815-A2-LOC-ND-L7,localização por SMS+E-mail sem contato,SMS
2026-08-22,C0000006,S260817-A2-LOC-ND-L3,S260817-A2-LOC-ND-L5,localização por Agente virtual+Discador sem contato,Agente virtual
2026-08-22,C0000031,S260817-A1-LOC-ND-L3,S260817-A1-LOC-ND-L5,localização por Agente virtual+Discador sem contato,Agente virtual
2026-08-22,C0000051,S260817-A3-LOC-ND-L3,S260817-A3-LOC-ND-L5,localização por Agente virtual+Discador sem contato,Agente virtual
2026-08-22,C0000056,S260817-A1-LOC-ND-L3,S260817-A1-LOC-ND-L5,localização por Agente virtual+Discador sem contato,Agente virtual
2026-08-22,C0000058,S260817-A1-LOC-ND-L3,S260817-A1-LOC-ND-L5,localização por Agente virtual+Discador sem contato,Agente virtual
2026-08-22,C0000065,S260817-A2-LOC-ND-L3,S260817-A2-LOC-ND-L5,localização por Agente virtual+Discador sem contato,Agente virtual
2026-08-22,C0000114,S260817-M1-LOC-ND-L3,S260817-M1-LOC-ND-L5,localização por Agente virtual+Discador sem contato,Agente virtual
2026-08-22,C0000211,S260817-A1-LOC-ND-L3,S260817-A1-LOC-ND-L5,localização por Agente virtual+Discador sem contato,Agente virtual
2026-08-22,C0000219,S260817-M1-LOC-ND-L3,S260817-M1-LOC-ND-L5,localização por Agente virtual+Discador sem contato,Agente virtual
2026-08-22,C0000222,S260817-A3-LOC-ND-L3,S260817-A3-CPA-AV-T1,contato no Agente virtual → CPC A,Agente virtual
2026-08-22,C0000222,S260817-A3-CPA-AV-T1,S260817-A3-COL-AV,acordo ativo (colchão),Sist. acordos
2026-08-22,C0000246,S260817-M2-LOC-ND-L3,S260817-M2-LOC-ND-L5,localização por Agente virtual+Discador sem contato,Agente virtual
2026-08-22,C0000278,S260817-M3-LOC-ND-L3,S260817-M3-LOC-ND-L5,localização por Agente virtual+Discador sem contato,Agente virtual
2026-08-22,C0000334,S260817-B1-LOC-ND-L3,S260817-B1-LOC-ND-L5,localização por Agente virtual+Discador sem contato,Agente virtual
